数据来源,药材名,文献,中文名,英文名,分子式,化合物类型,加合物（正）,加合物（负）,准分子离子(正离子模式),碎片离子(正离子模式),准分子离子(负离子模式),碎片离子(负离子模式)
TCM-SM-MS DB,黄芩,085清血解毒合剂抗变应性接触性...药效物质基础及作用机制研究_许静,染料木素,Genistein,C15H10O5,黄酮苷元,[M+H]+,[M-H]-,270.0505,269.04,269.0432,225.07
TCM-SM-MS DB,黄芩,085清血解毒合剂抗变应性接触性...药效物质基础及作用机制研究_许静,黄芩黄酮II,Skullcapflavone II,C19H18O8,黄酮苷元,[M+H]+,[M-H]-,375.0978,285.01,373.0821,283.0651
TCM-SM-MS DB,黄芩,086三黄片化学成分的UPLC-...F-MS_MS快速鉴定分析_刘梦娇,黄芩苷,Baicalin,C21H18O11,黄酮苷,[M+H]+,[M-H]-,447.0925,271.06,445.0758,269.0433
TCM-SM-MS DB,黄芩,086三黄片化学成分的UPLC-...F-MS_MS快速鉴定分析_刘梦娇,汉黄芩素,Wogonin,C16H12O5,黄酮苷元,[M+H]+,[M-H]-,285.0706,268.03,283.0615,268.0306
TCM-SM-MS DB,黄芩,086三黄片化学成分的UPLC-...F-MS_MS快速鉴定分析_刘梦娇,千层纸素A,Melatonin A,C16H12O5,黄酮苷元,[M+H]+,[M-H]-,285.0706,270.09,283.0581,268.0306
TCM-SM-MS DB,黄芩,086三黄片化学成分的UPLC-...F-MS_MS快速鉴定分析_刘梦娇,黄芩素-7-O-葡萄糖苷,Baicalein-7-O-glucoside,C21H20O10,黄酮苷,[M+H]+,[M-H]-,431.0976,269.04,429.0819,267.0657
TCM-SM-MS DB,黄芩,086三黄片化学成分的UPLC-...F-MS_MS快速鉴定分析_刘梦娇,去甲汉黄芩素-7-O-葡萄糖醛酸苷,Norwogonin-7-O-glucuronide,C21H18O11,黄酮苷,[M+H]+,[M-H]-,447.0925,269.02,445.0758,267.0657
TCM-SM-MS DB,黄芩,086三黄片化学成分的UPLC-...F-MS_MS快速鉴定分析_刘梦娇,千层纸素A-7-O-葡萄糖醛酸苷,Melatonin A-7-O-glucuronide,C22H20O11,黄酮苷,[M+H]+,[M-H]-,461.1064,283.06,459.0927,267.0657
TCM-SM-MS DB,黄芩,086三黄片化学成分的UPLC-...F-MS_MS快速鉴定分析_刘梦娇,汉黄芩苷,Wogonoside,C22H20O11,黄酮苷,[M+H]+,[M-H]-,461.1064,283.06,459.0927,267.0657
TCM-SM-MS DB,黄芩,087天智颗粒的化学成分及入血成分定性分析_杨成,千层纸素A,Melatonin A,C16H12O5,黄酮苷元,[M+H]+,[M-H]-,285.0752,270.09,283.0581,268.0306
TCM-SM-MS DB,黄芩,087天智颗粒的化学成分及入血成分定性分析_杨成,白杨素,Chrysin,C15H10O4,黄酮苷元,[M+H]+,[M-H]-,255.0657,207.09,253.048,151.0032
TCM-SM-MS DB,黄芩,087天智颗粒的化学成分及入血成分定性分析_杨成,白杨素-7-O-β葡萄糖醛酸苷,Chrysin-7-O-β-glucuronide,C21H18O10,黄酮苷,[M+H]+,[M-H]-,431.0974,255.1,429.0817,253.0651
TCM-SM-MS DB,黄芩,087天智颗粒的化学成分及入血成分定性分析_杨成,黄芩苷,Baicalin,C21H18O11,黄酮苷,[M+H]+,[M-H]-,447.093,285.12,445.077,269.0433
TCM-SM-MS DB,黄芩,087天智颗粒的化学成分及入血成分定性分析_杨成,,cirsimaritin,C17H14O6,黄酮苷元,[M+H]+,[M-H]-,315.0842,300.11,313.0685,298.0451
TCM-SM-MS DB,黄芩,087天智颗粒的化学成分及入血成分定性分析_杨成,粘毛黄芩素Ⅲ,Visetin,C17H14O8,黄酮苷元,[M+H]+,[M-H]-,347.0755,332.11,345.0598,330.0364
TCM-SM-MS DB,黄芩,087天智颗粒的化学成分及入血成分定性分析_杨成,汉黄芩素,Wogonin,C16H12O5,黄酮苷元,[M+H]+,[M-H]-,285.0775,270.09,283.0615,268.0306
TCM-SM-MS DB,黄芩,087天智颗粒的化学成分及入血成分定性分析_杨成,黄芩素-4′-甲醚,Baicalein-4′-methylether,C16H12O6,黄酮苷元,[M+H]+,[M-H]-,301.0703,286.09,299.0592,284.0364
TCM-SM-MS DB,黄芩,087天智颗粒的化学成分及入血成分定性分析_杨成,,diosmetin,C16H12O6,黄酮苷元,[M+H]+,[M-H]-,301.0706,286.08,299.0592,284.0364
TCM-SM-MS DB,黄芩,087天智颗粒的化学成分及入血成分定性分析_杨成,"6-羟基-山柰酚-3,6,4′-三甲基醚",,C18H16O7,黄酮苷元,[M+H]+,[M-H]-,345.097,330.13,343.0813,328.0581
TCM-SM-MS DB,黄芩,087天智颗粒的化学成分及入血成分定性分析_杨成,黄芩新素Ⅱ,Skullcapflavone II,C19H18O8,黄酮苷元,[M+H]+,[M-H]-,375.1072,360.14,373.0915,358.0842
TCM-SM-MS DB,黄芩,087天智颗粒的化学成分及入血成分定性分析_杨成,绿原酸,Chlorogenic acid,C16H18O9,有机酸,[M+H]+,[M-H]-,355.1017,163.06,353.0867,173.0454
TCM-SM-MS DB,黄芩,087天智颗粒的化学成分及入血成分定性分析_杨成,阿魏酸,Ferulic acid,C10H10O4,有机酸,[M+H]+,[M-H]-,195.0658,177.08,193.0505,149.0603
TCM-SM-MS DB,黄芩,087天智颗粒的化学成分及入血成分定性分析_杨成,6-O-甲基黄芩苷,6-O-methylbaicalin,C22H20O11,黄酮苷,[M+H]+,[M-H]-,461.1091,285.12,459.0934,283.0651
TCM-SM-MS DB,黄芩,087天智颗粒的化学成分及入血成分定性分析_杨成,金雀异黄酮,Genistein,C15H10O5,黄酮苷元,[M+H]+,[M-H]-,271.0612,269.04,269.0432,225.07
TCM-SM-MS DB,黄芩,087天智颗粒的化学成分及入血成分定性分析_杨成,异柯楠碱,Isonacolline,C21H26N2O3,生物碱,[M+H]+,[M-H]-,355.2026,212.16,353.1869,210.1436
TCM-SM-MS DB,黄芩,087天智颗粒的化学成分及入血成分定性分析_杨成,2-羟基喹啉,2-hydroxyquinoline,C9H7NO,生物碱,[M+H]+,[M-H]-,146.06,128.07,144.0444,126.0287
TCM-SM-MS DB,黄芩,087天智颗粒的化学成分及入血成分定性分析_杨成,7-羟基香豆素,7-hydroxycoumarin,C9H6O3,香豆素,[M+H]+,[M-H]-,163.0389,145.05,161.0232,143.0075
TCM-SM-MS DB,黄芩,087天智颗粒的化学成分及入血成分定性分析_杨成,芹菜素-7-O-葡萄糖醛酸苷,Apigenin-7-O-glucuronide,C21H18O11,黄酮苷,[M+H]+,[M-H]-,447.093,271.06,445.077,269.0433
TCM-SM-MS DB,黄芩,087天智颗粒的化学成分及入血成分定性分析_杨成,汉黄芩苷,Wogonoside,C22H20O11,黄酮苷,[M+H]+,[M-H]-,461.1091,285.12,459.0934,283.0651
TCM-SM-MS DB,黄芩,087天智颗粒的化学成分及入血成分定性分析_杨成,千层纸素A,Melatonin A,C16H12O5,黄酮苷元,[M+H]+,[M-H]-,285.0752,270.09,283.0581,268.0306
TCM-SM-MS DB,黄芩,087天智颗粒的化学成分及入血成分定性分析_杨成,白杨素-7-O-β葡萄糖醛酸苷,Chrysin-7-O-β-glucuronide,C21H18O10,黄酮苷,[M+H]+,[M-H]-,431.0974,255.1,429.0817,253.0651
TCM-SM-MS DB,黄芩,087天智颗粒的化学成分及入血成分定性分析_杨成,1-茚醇,1-indanol,C9H10O,其他,[M+H]+,[M-H]-,135.0797,117.08,133.064,115.0484
TCM-SM-MS DB,黄芩,088小柴胡胶囊中间体和制剂的色...——制剂的定量指纹图谱方法_丁丰,黄芩苷,Baicalin,C21H18O11,黄酮苷,,"[M-H]-,[M+HCOO]-",447.0927,271.0548,445.0758,269.0433
TCM-SM-MS DB,黄芩,088小柴胡胶囊中间体和制剂的色...——制剂的定量指纹图谱方法_丁丰,汉黄芩苷,Wogonoside,C22H20O11,黄酮苷,,"[M-H]-,[M+HCOO]-",461.1064,285.0706,459.0927,283.0581
TCM-SM-MS DB,黄芩,088小柴胡胶囊中间体和制剂的色...——制剂的定量指纹图谱方法_丁丰,黄芩素,Baicalein,C15H10O5,黄酮苷元,[M+H]+,[M-H]-,271.0606,255.0314,269.045,241.0498
TCM-SM-MS DB,黄芩,088小柴胡胶囊中间体和制剂的色...——制剂的定量指纹图谱方法_丁丰,汉黄芩素,Wogonin,C16H12O5,黄酮苷元,[M+H]+,[M-H]-,285.0762,270.0485,283.0615,268.0379
TCM-SM-MS DB,黄芩,088小柴胡胶囊中间体和制剂的色...——制剂的定量指纹图谱方法_丁丰,去甲汉黄芩素-7-O-葡萄糖醛酸苷,Norwogonin-7-O-glucuronide,C21H18O11,黄酮苷,,"[M-H]-,[M+HCOO]-",447.0925,271.0548,445.0758,269.0433
TCM-SM-MS DB,黄芩,088小柴胡胶囊中间体和制剂的色...——制剂的定量指纹图谱方法_丁丰,千层纸素A-7-O-葡萄糖醛酸苷,Oroxylin A-7-O-glucuronide,C22H20O11,黄酮苷,,"[M-H]-,[M+HCOO]-",461.094,283.0612,459.094,283.0612
TCM-SM-MS DB,黄芩,088小柴胡胶囊中间体和制剂的色...——制剂的定量指纹图谱方法_丁丰,白杨素-7-O-葡萄糖醛酸苷,Chrysin-7-O-glucuronide,C21H18O10,黄酮苷,,"[M-H]-,[M+HCOO]-",431.0976,253.0508,429.0833,253.0508
TCM-SM-MS DB,黄芩,088小柴胡胶囊中间体和制剂的色...——制剂的定量指纹图谱方法_丁丰,黄芩苷异构体,Baicalin isomer,C21H18O11,黄酮苷,,"[M-H]-,[M+HCOO]-",447.0925,271.0548,445.0758,269.0433
TCM-SM-MS DB,黄芩,089栀子金花丸化学成分的UPL...-MS_MS快速鉴定与分析_李玲云,黄芩苷,Baicalin,C21H18O11,黄酮苷,,"[M-H]-,[M+HCOO]-",447.0968,271.0548,445.0758,269.0433
TCM-SM-MS DB,黄芩,089栀子金花丸化学成分的UPL...-MS_MS快速鉴定与分析_李玲云,汉黄芩苷,Wogonoside,C22H20O11,黄酮苷,,"[M-H]-,[M+HCOO]-",461.1064,285.0706,459.0927,283.0581
TCM-SM-MS DB,黄芩,089栀子金花丸化学成分的UPL...-MS_MS快速鉴定与分析_李玲云,千层纸素A,Oroxylin A,C16H12O5,黄酮苷元,[M+H]+,[M-H]-,285.0762,270.0485,283.0615,268.0379
TCM-SM-MS DB,黄芩,089栀子金花丸化学成分的UPL...-MS_MS快速鉴定与分析_李玲云,汉黄芩素,Wogonin,C16H12O5,黄酮苷元,[M+H]+,[M-H]-,285.0762,270.0485,283.0615,268.0379
TCM-SM-MS DB,黄芩,089栀子金花丸化学成分的UPL...-MS_MS快速鉴定与分析_李玲云,黄芩新素Ⅱ,Skullcapflavone Ⅱ,C19H18O8,黄酮苷元,[M+H]+,[M-H]-,375.105,345.0925,373.0904,343.0812
TCM-SM-MS DB,黄芩,089栀子金花丸化学成分的UPL...-MS_MS快速鉴定与分析_李玲云,"5,6-二羟基-7,8,2',6'-四甲氧基黄酮","5,6-Dihydroxy-7,8,2',6'-tetramethoxyflavone",C19H18O8,黄酮苷元,[M+H]+,[M-H]-,375.105,360.0802,373.0904,358.0661
TCM-SM-MS DB,黄芩,089栀子金花丸化学成分的UPL...-MS_MS快速鉴定与分析_李玲云,二羟基-三甲氧基黄酮,Dihydroxy-trimethoxyflavone,C18H16O7,黄酮苷元,[M+H]+,[M-H]-,345.097,328.0529,343.0812,313.035
TCM-SM-MS DB,黄芩,090止得咳颗粒抗炎谱效关系及质量分析研究_周昱杉,黄芩苷,Baicalin,C21H18O11,黄酮苷,,"[M-H]-,[M+HCOO]-",447.0927,271.0548,445.0758,269.0433
TCM-SM-MS DB,黄芩,090止得咳颗粒抗炎谱效关系及质量分析研究_周昱杉,汉黄芩素,Wogonin,C16H12O5,黄酮苷元,[M+H]+,[M-H]-,285.0762,270.0485,283.0615,268.0379
TCM-SM-MS DB,黄芩,090止得咳颗粒抗炎谱效关系及质量分析研究_周昱杉,野黄芩苷,Scutellarin,C21H18O12,黄酮苷,[M+H]+,[M-H]-,463.0858,287.0502,461.0695,285.0393
TCM-SM-MS DB,黄芩,090止得咳颗粒抗炎谱效关系及质量分析研究_周昱杉,芹菜素-7-O-β-D-葡萄糖醛酸苷,Apigenin-7-O-β-D-glucuronide,C21H18O11,黄酮苷,,"[M-H]-,[M+HCOO]-",447.0925,271.0548,445.0758,269.0433
TCM-SM-MS DB,黄芩,090止得咳颗粒抗炎谱效关系及质量分析研究_周昱杉,去甲汉黄芩素-7-O-葡萄糖醛酸苷,Norwogonin-7-O-glucuronide,C21H18O11,黄酮苷,,"[M-H]-,[M+HCOO]-",447.0925,271.0548,445.0758,269.0433
TCM-SM-MS DB,黄芩,090止得咳颗粒抗炎谱效关系及质量分析研究_周昱杉,粘毛黄芩素Ⅰ,Visidulin I,C15H10O7,黄酮苷元,[M+H]+,[M-H]-,303.0497,273.0388,301.0348,283.0202
TCM-SM-MS DB,黄芩,090止得咳颗粒抗炎谱效关系及质量分析研究_周昱杉,黄芩新素Ⅰ,Skullcapflavone I,C18H16O7,黄酮苷元,[M+H]+,[M-H]-,345.097,328.0566,343.0812,313.035
TCM-SM-MS DB,黄芩,090止得咳颗粒抗炎谱效关系及质量分析研究_周昱杉,木樨草素-O-二己糖苷,Luteolin-O-dihexoside,C27H30O16,黄酮苷,[M+H]+,[M-H]-,611.1652,303.0837,609.1456,301.0707
TCM-SM-MS DB,黄芩,090止得咳颗粒抗炎谱效关系及质量分析研究_周昱杉,芹菜素-7-O-芸香糖苷,Apigenin-7-O-rutinoside,C27H30O14,黄酮苷,[M+H]+,[M-H]-,579.1745,271.0548,577.1557,269.0433
TCM-SM-MS DB,黄芩,090止得咳颗粒抗炎谱效关系及质量分析研究_周昱杉,二氢千层纸素A-7-O-葡萄糖醛酸苷,Dihydrooroxylin A-7-O-glucuronide,C22H22O11,黄酮苷,[M+H]+,[M-H]-,463.1254,287.0502,461.1084,285.0393
TCM-SM-MS DB,黄芩,090止得咳颗粒抗炎谱效关系及质量分析研究_周昱杉,黄芩新素Ⅰ,Skullcapflavone I,C19H18O8,黄酮苷元,[M+H]+,[M-H]-,375.105,345.0925,373.0904,343.0432
TCM-SM-MS DB,黄芩,090止得咳颗粒抗炎谱效关系及质量分析研究_周昱杉,"5,6-二羟基-7,8,2',6'-四甲氧基黄酮","5,6-Dihydroxy-7,8,2',6'-tetramethoxyflavone",C19H18O8,黄酮苷元,[M+H]+,[M-H]-,375.105,360.0802,373.0904,358.0661
TCM-SM-MS DB,黄连,001“樟帮”特色黄连水炒吴茱萸炮制工艺及其化学成分研究_张崇佩,小檗碱,Berberine,C20H18NO4+,生物碱,[M]+,[M]-,336.1236,320.0868,306.0919,292.0916、278.0766
TCM-SM-MS DB,黄连,002DART-Q-TOF质谱法对左金丸的快速定性分析_郭云龙,小檗碱,Berberine,C20H18NO4+,生物碱,[M]+,[M]-,338.1379,322.1022,306.0918,292.0919、278.0791
TCM-SM-MS DB,黄连,003HPLC-ABTS-DAD...在线筛选黄连抗氧化活性物质_李淑娇,2，3，4-三羟基苯丙酸,"2,3,4-trihydroxy phenylpropionic acid",C9H10O5,酚酸类,,[M-H]-,,,197.0388,179、153
TCM-SM-MS DB,黄连,003HPLC-ABTS-DAD...在线筛选黄连抗氧化活性物质_李淑娇,绿原酸,Chlorogenic acid,C16H18O9,酚酸类,,[M-H]-,,,353.0868,193、179、135
TCM-SM-MS DB,黄连,003HPLC-ABTS-DAD...在线筛选黄连抗氧化活性物质_李淑娇,阿魏酸,Ferulic acid,C10H10O4,酚酸类,,[M-H]-,,,193.0511,179、162、149
TCM-SM-MS DB,黄连,003HPLC-ABTS-DAD...在线筛选黄连抗氧化活性物质_李淑娇,3-O-阿魏酰奎宁酸,3-O-feruloylquinic acid,C17H20O9,酚酸类,,[M-H]-,,,367.1029,193、179、162、149、
TCM-SM-MS DB,黄连,003HPLC-ABTS-DAD...在线筛选黄连抗氧化活性物质_李淑娇,枯拉灵,Cularine,C20H23NO4,含氮杂环生物碱,[M+H]+,,342.1698,270、172,,
TCM-SM-MS DB,黄连,003HPLC-ABTS-DAD...在线筛选黄连抗氧化活性物质_李淑娇,阿魏酰基酪胺,Feruloyltyramine,C18H19NO4,含氮酚类,,[M-H]-,,,312.1237,193、179、149
TCM-SM-MS DB,黄连,003HPLC-ABTS-DAD...在线筛选黄连抗氧化活性物质_李淑娇,非洲防己碱,Columbamine,C20H20NO4,原小檗碱类生物碱,[M]+,,338.1387,323、322、294,,
TCM-SM-MS DB,黄连,003HPLC-ABTS-DAD...在线筛选黄连抗氧化活性物质_李淑娇,药根碱,Jatrorrhizine,C20H20NO4,原小檗碱类生物碱,[M]+,,338.1392,323、322、294、279,,
TCM-SM-MS DB,黄连,003HPLC-ABTS-DAD...在线筛选黄连抗氧化活性物质_李淑娇,表小檗碱,Epiberberine,C20H18NO4,原小檗碱类生物碱,[M]+,,336.1227,308、192、190、148,,
TCM-SM-MS DB,黄连,003HPLC-ABTS-DAD...在线筛选黄连抗氧化活性物质_李淑娇,黄连碱,Coptisine,C19H14NO4,原小檗碱类生物碱,[M]+,,320.0912,292、274、262、176,,
TCM-SM-MS DB,黄连,003HPLC-ABTS-DAD...在线筛选黄连抗氧化活性物质_李淑娇,巴马汀,Palmatine,C21H22NO4,原小檗碱类生物碱,[M]+,,352.1546,337、336、322、308、293,,
TCM-SM-MS DB,黄连,003HPLC-ABTS-DAD...在线筛选黄连抗氧化活性物质_李淑娇,小檗碱,Berberine,C20H18NO4,原小檗碱类生物碱,[M]+,,336.1228,321、320、306、292,,
TCM-SM-MS DB,黄连,004UHPLC-Q-TOF-M...-4味汤中化合物及入血成分_田香,小檗碱,Berberine,C20H18NO2,异喹啉类生物碱,[M]+,[M-H]-,336.1234,320.0929、 290.0822、 278.0811,335.1157,319.0852、 289.0745、 277.0734
TCM-SM-MS DB,黄连,004UHPLC-Q-TOF-M...-4味汤中化合物及入血成分_田香,黄连碱,Coptisine,C19H14NO2,异喹啉类生物碱,[M]+,[M-H]-,320.0921,290.0818、 262.0866,319.0844,289.0741、 261.0789
TCM-SM-MS DB,黄连,004UHPLC-Q-TOF-M...-4味汤中化合物及入血成分_田香,非洲防己碱,Columbamine,C20H20NO2,异喹啉类生物碱,[M]+,[M-H]-,338.1388,322.1080、 294.1133、 280.0971,337.1311,321.1003、 293.1056、 279.0898
TCM-SM-MS DB,黄连,004UHPLC-Q-TOF-M...-4味汤中化合物及入血成分_田香,药根碱,Jatrorrhizine,C20H20NO2,异喹啉类生物碱,[M]+,[M-H]-,338.1395,322.1071、 294.1126、 280.0979,337.1318,321.0994、 293.1049、 279.0906
TCM-SM-MS DB,黄连,004UHPLC-Q-TOF-M...-4味汤中化合物及入血成分_田香,木兰花碱,Magnoflorine,C20H24NO4,阿朴菲类生物碱,[M]+,[M-H]-,342.1701,297.1125、 265.0867、 237.0911,341.1622,296.1047、 264.0789、 236.0833
TCM-SM-MS DB,黄连,004UHPLC-Q-TOF-M...-4味汤中化合物及入血成分_田香,小檗碱-葡萄糖醛酸化代谢物,Berberine-glucuronide,C26H26NO8,代谢产物,[M]+,[M-H]-,512.1712,336.1234、 320.0929,511.1635,335.1157、 319.0852
TCM-SM-MS DB,黄连,004UHPLC-Q-TOF-M...-4味汤中化合物及入血成分_田香,小檗碱-磺酸化代谢物,Berberine-sulfate,C20H17NO5S,代谢产物,[M]+,[M-H]-,416.0838,336.1234、 320.0929,415.0761,335.1157、 319.0852
TCM-SM-MS DB,黄连,004UHPLC-Q-TOF-M...-4味汤中化合物及入血成分_田香,黄连碱-葡萄糖醛酸化代谢物,Coptisine-glucuronide,C25H22NO8,代谢产物,[M]+,[M-H]-,496.1396,320.0921、 290.0818,495.1319,319.0844、 289.0741
TCM-SM-MS DB,黄连,004UHPLC-Q-TOF-M...-4味汤中化合物及入血成分_田香,非洲防己碱-甲基化-葡萄糖醛酸化代谢物,Columbamine-CH3-glucuronide,C27H28NO9,代谢产物,[M]+,[M-H]-,526.1812,338.1388、 322.1080,525.1735,337.1311、 321.1003
TCM-SM-MS DB,黄连,004UHPLC-Q-TOF-M...-4味汤中化合物及入血成分_田香,药根碱-甲基化-磺酸化代谢物,Jatrorrhizine-CH3-sulfate,C21H21NO5S,代谢产物,[M]+,[M-H]-,430.0995,338.1395、 322.1071,429.0918,337.1318、 321.0994
TCM-SM-MS DB,黄连,004UHPLC-Q-TOF-M...-4味汤中化合物及入血成分_田香,木兰花碱-去甲基-葡萄糖醛酸化代谢物,Magnoflorine-demethyl-glucuronide,C25H22NO9,代谢产物,[M]+,[M-H]-,512.1345,314.1287、 297.1125,511.1268,313.1210、 296.1047
TCM-SM-MS DB,黄连,004UHPLC-Q-TOF-M...-4味汤中化合物及入血成分_田香,小檗碱-双葡萄糖醛酸化代谢物,Berberine-di-glucuronide,C32H34NO14,代谢产物,[M]+,[M-H]-,688.2042,512.1712、 336.1234,687.1965,511.1635、 335.1157
TCM-SM-MS DB,黄连,005UPLC_Q-TOF_MS...氧烷型环烯醚萜苷的结构表征_牟德华,梓苷,Catalposide,C₂₂H₂₅O₁₂⁻,环氧烷型环烯醚萜苷,,[M+HCOO]-,,,481.1342,319.0827、205.0509、177.0549、137.0246
TCM-SM-MS DB,黄连,005UPLC_Q-TOF_MS...氧烷型环烯醚萜苷的结构表征_牟德华,皮克罗苷 B,Piscroside B,C₂₄H₂₈O₁₂⁻,环氧烷型环烯醚萜苷,,[M+HCOO]-,,,507.1508,163.0402、145.0297
TCM-SM-MS DB,黄连,005UPLC_Q-TOF_MS...氧烷型环烯醚萜苷的结构表征_牟德华,胡黄连苷 Ⅲ,Picroside Ⅲ,C₂₅H₂₉O₁₃⁻,环氧烷型环烯醚萜苷,,[M+HCOO]-,,,537.1609,337.094、193.0511、175.0406、160.0168
TCM-SM-MS DB,黄连,005UPLC_Q-TOF_MS...氧烷型环烯醚萜苷的结构表征_牟德华,胡黄连苷 Ⅱ,Picroside Ⅱ,C₂₃H₂₇O₁₂⁻,环氧烷型环烯醚萜苷,,[M+HCOO]-,,,511.1448,349.0930、235.0608、207.0657、167.0345、123.0455
TCM-SM-MS DB,黄连,005UPLC_Q-TOF_MS...氧烷型环烯醚萜苷的结构表征_牟德华,黄金树苷,Specioside,C₂₄H₂₇O₁₂⁻,环氧烷型环烯醚萜苷,,[M+HCOO]-,,,507.1513,345.0991、231.0669、163.0403、145.0296、119.0508
TCM-SM-MS DB,黄连,005UPLC_Q-TOF_MS...氧烷型环烯醚萜苷的结构表征_牟德华,胡黄连苷 Ⅰ,Picroside Ⅰ,C₂₄H₂₉O₁₂⁻,环氧烷型环烯醚萜苷,,[M+HCOO]-,,,491.1586,199.0619、181.0513、169.0520、151.0401、137.0244
TCM-SM-MS DB,黄连,005UPLC_Q-TOF_MS...氧烷型环烯醚萜苷的结构表征_牟德华,胡黄连苷 Ⅳ,Picroside Ⅳ,C₂₅H₂₉O₁₃⁻,环氧烷型环烯醚萜苷,,[M+HCOO]-,,,537.1616,375.1095、261.0771、193.0508
TCM-SM-MS DB,黄连,005UPLC_Q-TOF_MS...氧烷型环烯醚萜苷的结构表征_牟德华,婆婆纳苷,Veronicoside,C₂₂H₂₅O₁₁⁻,环氧烷型环烯醚萜苷,,[M+HCOO]-,,,465.1303,189.0549、181.0549、161.0608、135.0452、121.0292
TCM-SM-MS DB,黄连,005UPLC_Q-TOF_MS...氧烷型环烯醚萜苷的结构表征_牟德华,,Boschnaloside,C14H20O9,环烯醚萜苷,,[M-H]-,,,341.0965,177.0478、 159.0373、 141.0267、 117.0267、 87.0239
TCM-SM-MS DB,黄连,005UPLC_Q-TOF_MS...氧烷型环烯醚萜苷的结构表征_牟德华,,Mussaenosidic acid,C16H24O10,环烯醚萜苷,,[M-H]-,,,373.1226,211.0691、 159.0373、 147.0525、 123.0531、 99.0161、 87.0161
TCM-SM-MS DB,黄连,006UPLC-ESI-Q-TO...快速鉴定黄连中生物碱类成分_布赫,木兰花碱,Magnoflorine,C20H24NO4,阿朴菲类生物碱,[M]+,[M-H]-,342.1701,297.1125、 265.0867、 237.0911,341.1622,296.1047、 264.0789、 236.0833
TCM-SM-MS DB,黄连,006UPLC-ESI-Q-TO...快速鉴定黄连中生物碱类成分_布赫,小檗红碱,Berberrubine,C19H16NO2,异喹啉类生物碱,[M]+,[M-H]-,322.1074,306.1131、 294.1127、 278.1184,321.0997,305.1054、 293.1049、 277.1107
TCM-SM-MS DB,黄连,006UPLC-ESI-Q-TO...快速鉴定黄连中生物碱类成分_布赫,黄连碱,Coptisine,C19H14NO2,异喹啉类生物碱,[M]+,[M-H]-,320.0921,290.0818、 262.0866,319.0844,289.0741、 261.0789
TCM-SM-MS DB,黄连,006UPLC-ESI-Q-TO...快速鉴定黄连中生物碱类成分_布赫,非洲防己碱,Columbamine,C20H20NO2,异喹啉类生物碱,[M]+,[M-H]-,338.1388,322.1080、 294.1133、 280.0971,337.1311,321.1003、 293.1056、 279.0898
TCM-SM-MS DB,黄连,006UPLC-ESI-Q-TO...快速鉴定黄连中生物碱类成分_布赫,药根碱,Jatrorrhizine,C20H20NO2,异喹啉类生物碱,[M]+,[M-H]-,338.1395,322.1071、 294.1126、 280.0979,337.1318,321.0994、 293.1049、 279.0906
TCM-SM-MS DB,黄连,006UPLC-ESI-Q-TO...快速鉴定黄连中生物碱类成分_布赫,小檗碱,Berberine,C20H18NO2,异喹啉类生物碱,[M]+,[M-H]-,336.1234,320.0929、 290.0822、 278.0811,335.1157,319.0852、 289.0745、 277.0734
TCM-SM-MS DB,黄连,007UPLC-Q-TOF_MS...术分析黄连中非生物碱类成分_郝艺铭,苹果酸,Malic acid,C4H6O5,有机酸,,[M-H]-,,,133.0136,133、115、71
TCM-SM-MS DB,黄连,007UPLC-Q-TOF_MS...术分析黄连中非生物碱类成分_郝艺铭,柠檬酸,Citric acid,C6H8O7,有机酸,,[M-H]-,,,191.02,191、173、111、85
TCM-SM-MS DB,黄连,007UPLC-Q-TOF_MS...术分析黄连中非生物碱类成分_郝艺铭,迷迭香酸,Rosmarinic acid,C18H16O8,有机酸,,[M-H]-,,,359.0785,359、197、123、179、135
TCM-SM-MS DB,黄连,007UPLC-Q-TOF_MS...术分析黄连中非生物碱类成分_郝艺铭,咖啡酸,cis-Caffeic acid,C9H8O4,有机酸,[M+H]+,,181.0495,181、163、135、117,,
TCM-SM-MS DB,黄连,007UPLC-Q-TOF_MS...术分析黄连中非生物碱类成分_郝艺铭,丹参素,Danshensu,C9H10O5,有机酸,,[M-H]-,,,197.0459,197、179、135、123
TCM-SM-MS DB,黄连,007UPLC-Q-TOF_MS...术分析黄连中非生物碱类成分_郝艺铭,原儿茶酸,3，4-Dihydroxybenzoic acid,C7H6O4,有机酸,,[M-H]-,,,153.0194,153、109、91、80
TCM-SM-MS DB,黄连,007UPLC-Q-TOF_MS...术分析黄连中非生物碱类成分_郝艺铭,绿原酸,Chlorogenic acid,C16H18O9,有机酸,[M+H]+,,355.1024,355、163、145、117,,
